gene_id	gene_name	cancer_gene	self_rbp	shRNA_KD	uorftx_number	alltx_number	eps	uorftx_tpm_control	uorftx_tpm_smg6	uorftx_tpm_upf1	gene_tpm_control	gene_tpm_smg6	gene_tpm_upf1	frac_control	frac_smg6	frac_upf1
ENSG00000031003.6	FAM13B	FALSE	FALSE	FALSE	2	2	0.001	2.388317	13.686208	17.474496	2.388317	13.686208	17.474496	1	1	1
ENSG00000120705.8	ETF1	FALSE	FALSE	TRUE	1	1	0.001	68.833718	56.343830999999994	69.350871	68.833718	56.343830999999994	69.350871	1	1	1
ENSG00000178913.5	TAF7	FALSE	FALSE	FALSE	1	1	0.001	149.88799600000002	119.272458	111.64460600000001	149.88799600000002	119.272458	111.64460600000001	1	1	1
ENSG00000145817.12	YIPF5	FALSE	FALSE	FALSE	2	3	0.001	4.1521230000000005	9.592826999999998	7.853297	54.639998	73.043172	62.939221999999994	0.0759905408488485	0.13133092029464435	0.12477588299391437
ENSG00000133706.13	LARS	FALSE	FALSE	FALSE	1	2	0.001	424.922512	494.49938299999997	526.281693	664.1283189999999	670.251456	907.002974	0.6398198960101866	0.7377818855495332	0.5802425218949724
ENSG00000113712.12	CSNK1A1	FALSE	FALSE	FALSE	2	2	0.001	32.492192	34.415509	41.929615	32.492192	34.415509	41.929615	1	1	1
ENSG00000145901.10	TNIP1	FALSE	FALSE	FALSE	1	4	0.001	4.526066	5.695651000000001	3.5245509999999998	37.55984599999999	46.548275	42.049021999999994	0.12050278374410803	0.1223600874575911	0.08382004699181828
ENSG00000221886.3	C5orf54	FALSE	FALSE	FALSE	2	2	0.001	4.544818	3.749418	3.2160509999999998	4.544818	3.749418	3.2160509999999998	1	1	1
ENSG00000164609.5	SLU7	FALSE	FALSE	FALSE	1	1	0.001	23.167062	26.723815000000002	28.336148	23.167062	26.723815000000002	28.336148	1	1	1
ENSG00000120129.5	DUSP1	FALSE	FALSE	FALSE	1	1	0.001	14.414363	15.936802	12.938239	14.414363	15.936802	12.938239	1	1	1
ENSG00000122203.10	KIAA1191	FALSE	FALSE	FALSE	3	3	0.001	131.911224	168.709205	184.194861	131.911224	168.709205	184.194861	1	1	1
ENSG00000169228.9	RAB24	FALSE	FALSE	FALSE	2	2	0.001	3.553567	7.133011	8.927631	3.553567	7.133011	8.927631	1	1	1
ENSG00000145912.4	NHP2	FALSE	FALSE	FALSE	1	2	0.001	251.29484200000002	148.516427	125.29370300000001	510.810156	279.780594	239.071579	0.4919534959285344	0.5308317666950124	0.5240844751353736
ENSG00000175309.10	PHYKPL	FALSE	FALSE	FALSE	1	1	0.001	1.4900159999999998	6.661219	7.2011650000000005	1.4900159999999998	6.661219	7.2011650000000005	1	1	1
ENSG00000169045.13	HNRNPH1	FALSE	FALSE	FALSE	1	4	0.001	0.397787	0.815205	1.4224759999999999	3603.6483510000003	5122.424922	6557.589033	1.103845218109629e-4	1.591443529994601e-4	2.1692057749298115e-4
ENSG00000112679.10	DUSP22	FALSE	FALSE	FALSE	1	2	0.001	0.726387	1.3107659999999999	1.3516309999999998	7.720407	1.3117659999999998	1.3526309999999997	0.09408662004477225	0.9992376689135106	0.9992607000726733
ENSG00000124784.4	RIOK1	FALSE	FALSE	FALSE	1	1	0.001	11.982804	16.443014	19.842190000000002	11.982804	16.443014	19.842190000000002	1	1	1
ENSG00000111843.9	TMEM14C	FALSE	FALSE	FALSE	1	2	0.001	7.876390000000001	8.852559	8.629776	8.52144	9.010209	8.783233	0.9243027000131434	0.9825031805588527	0.982528415220227
ENSG00000007944.10	MYLIP	FALSE	FALSE	FALSE	1	2	0.001	9.131976	9.182736	8.424968	9.516337	10.463971	9.406689	0.9596104047176975	0.877557477940258	0.8956358608220172
ENSG00000172201.6	ID4	FALSE	FALSE	FALSE	1	1	0.001	31.725550000000002	23.883674000000003	21.968119	31.725550000000002	23.883674000000003	21.968119	1	1	1
ENSG00000124766.4	SOX4	FALSE	FALSE	FALSE	2	2	0.001	19.718412000000004	14.970211999999998	8.588947999999998	19.718412000000004	14.970211999999998	8.588947999999998	1	1	1
ENSG00000124532.10	MRS2	FALSE	FALSE	FALSE	1	2	0.001	35.832771	48.978212	51.943242999999995	35.833771	52.031401	53.382887	0.9999720933641062	0.9413202615858834	0.973031732060501
ENSG00000112304.6	ACOT13	FALSE	FALSE	FALSE	1	2	0.001	3.368333	7.418482	8.241933999999999	8.948227	14.391175	8.242933999999998	0.3764246257945848	0.5154882766695561	0.9998786839734494
ENSG00000112312.5	GMNN	FALSE	FALSE	FALSE	2	2	0.001	121.22762900000001	131.527225	135.717071	121.22762900000001	131.527225	135.717071	1	1	1
ENSG00000158373.7	HIST1H2BD	FALSE	FALSE	FALSE	1	1	0.001	81.010289	73.317435	79.023176	81.010289	73.317435	79.023176	1	1	1
ENSG00000137338.4	PGBD1	FALSE	FALSE	FALSE	2	2	0.001	2.8980409999999996	4.145045	4.542255	2.8980409999999996	4.145045	4.542255	1	1	1
ENSG00000066379.10	ZNRD1	FALSE	FALSE	FALSE	1	4	0.001	11.126418	18.869039	19.902691	17.809338999999998	36.140611	28.768267	0.6247518787755122	0.5221007193265217	0.6918279436157903
ENSG00000204619.3	PPP1R11	FALSE	FALSE	FALSE	1	6	0.001	8.433843	10.369373999999999	12.987496	11.911458	11.384146	15.23559	0.7080445567620689	0.910860946442535	0.8524445722154508
ENSG00000137310.7	TCF19	FALSE	FALSE	FALSE	2	2	0.001	9.640349	10.778588	11.483259	9.640349	10.778588	11.483259	1	1	1
ENSG00000204469.8	PRRC2A	FALSE	FALSE	FALSE	2	2	0.001	14.229671	16.270262	17.452252	14.229671	16.270262	17.452252	1	1	1
ENSG00000204435.9	CSNK2B	FALSE	FALSE	FALSE	1	3	0.001	124.919385	100.094306	92.99874700000001	133.735941	101.093755	101.29525900000002	0.9340748946463091	0.9901136425291552	0.918095752141766
ENSG00000204388.5	HSPA1B	FALSE	FALSE	FALSE	1	1	0.001	364.801741	492.785847	585.119809	364.801741	492.785847	585.119809	1	1	1
ENSG00000204387.8	C6orf48	FALSE	FALSE	FALSE	6	9	0.001	92.130058	566.8364320000001	715.114235	106.601308	587.845292	769.890906	0.8642488514306035	0.9642612430754997	0.9288513858611548
ENSG00000221988.8	PPT2	FALSE	FALSE	FALSE	3	5	0.001	4.9777260000000005	7.544893000000001	10.324765	4.979726	15.862713000000001	29.937986000000002	0.9995983714766636	0.4756369859304648	0.3448717291804465
ENSG00000204308.6	RNF5	FALSE	FALSE	FALSE	1	2	0.001	12.329141	16.788069	11.336945	122.907297	89.60141899999999	70.49187	0.10031252253476862	0.1873638742261437	0.16082627684582632
ENSG00000204256.8	BRD2	FALSE	FALSE	FALSE	3	4	0.001	14.189841999999999	44.73873999999999	47.821832	14.496203	47.477498999999995	49.747126	0.9788661210111365	0.9423145899071053	0.9612983873681467
ENSG00000112473.12	SLC39A7	FALSE	FALSE	FALSE	1	2	0.001	5.028944	7.234878	7.366511	8.643122	16.031624	14.241806	0.581843458879789	0.451287904456841	0.5172455656255955
ENSG00000137309.15	HMGA1	TRUE	FALSE	FALSE	5	5	0.001	472.98991099999995	362.241319	401.54407299999997	472.98991099999995	362.241319	401.54407299999997	1	1	1
ENSG00000112033.9	PPARD	FALSE	FALSE	FALSE	2	3	0.001	7.805545	2.2735869999999996	6.135106	8.758999000000001	3.8503429999999996	7.508568	0.8911457804710332	0.5904894706783266	0.8170807003412635
ENSG00000112062.6	MAPK14	FALSE	FALSE	FALSE	1	1	0.001	2.316951	3.241195	3.06053	2.316951	3.241195	3.06053	1	1	1
ENSG00000112078.9	KCTD20	FALSE	FALSE	FALSE	1	3	0.001	10.222114999999999	12.862497	12.326462	11.009792999999998	13.092899	15.7416	0.9284566022267631	0.9824025221610585	0.7830501346750012
ENSG00000124762.9	CDKN1A	TRUE	FALSE	FALSE	1	2	0.001	0.149987	2.425153	1.795353	5.355608000000001	6.740600000000001	13.6933	0.028005597123613224	0.3597829570067946	0.13111178459538606
ENSG00000112130.12	RNF8	FALSE	FALSE	FALSE	2	3	0.001	19.105159	20.055421	28.699824	47.088406	50.260547	65.722989	0.40572957598097503	0.39902910328453045	0.43667861788817913
ENSG00000112578.5	BYSL	FALSE	FALSE	FALSE	1	1	0.001	5.7305470000000005	6.083871	6.836714000000001	5.7305470000000005	6.083871	6.836714000000001	1	1	1
ENSG00000137161.12	CNPY3	FALSE	FALSE	FALSE	2	2	0.001	3.164778	4.6571430000000005	7.940272000000001	3.164778	4.6571430000000005	7.940272000000001	1	1	1
ENSG00000124702.13	KLHDC3	FALSE	FALSE	FALSE	2	3	0.001	157.38598900000002	165.405328	208.185614	157.79209	165.790601	208.186614	0.9974263538812371	0.9976761469125743	0.9999951966172042
ENSG00000124574.10	ABCC10	FALSE	FALSE	FALSE	1	2	0.001	0.349885	0.001	0.16384	0.374598	0.120896	0.566854	0.9340279446233029	0.008271572260455268	0.28903386057079955
ENSG00000170734.7	POLH	FALSE	FALSE	FALSE	1	3	0.001	2.925686	4.894536	10.110759999999999	15.494819	31.407866	41.595957	0.18881704910525252	0.15583790379136236	0.24307073882204464
ENSG00000096401.7	CDC5L	FALSE	FALSE	FALSE	1	1	0.001	19.817531000000002	23.101187	19.828292	19.817531000000002	23.101187	19.828292	1	1	1
ENSG00000198087.7	CD2AP	FALSE	FALSE	FALSE	1	1	0.001	3.780342	2.4160019999999998	1.256716	3.780342	2.4160019999999998	1.256716	1	1	1
ENSG00000112146.12	FBXO9	FALSE	FALSE	FALSE	1	3	0.001	24.118626000000003	23.345827	40.692003	55.601312	60.885937999999996	87.84915	0.43377800149751866	0.38343544941362323	0.4632031499451048
ENSG00000112245.6	PTP4A1	FALSE	FALSE	FALSE	2	2	0.001	179.193424	192.848374	223.259466	179.193424	192.848374	223.259466	1	1	1
ENSG00000082269.12	FAM135A	FALSE	FALSE	FALSE	3	3	0.001	7.81109	7.610784000000001	11.326951	7.81109	7.610784000000001	11.326951	1	1	1
ENSG00000112305.10	SMAP1	FALSE	FALSE	FALSE	2	2	0.001	33.676407	22.899024	31.320153	33.676407	22.899024	31.320153	1	1	1
ENSG00000112701.13	SENP6	FALSE	FALSE	FALSE	3	3	0.001	2.196613	3.4465619999999997	2.703273	2.196613	3.4465619999999997	2.703273	1	1	1
ENSG00000196586.9	MYO6	FALSE	FALSE	FALSE	2	3	0.001	34.867436999999995	27.232977	28.662903	81.823818	53.476265000000005	78.613271	0.4261282087814577	0.5092535351898642	0.36460641613551487
ENSG00000135336.10	ORC3	FALSE	FALSE	FALSE	2	2	0.001	144.388121	159.908984	163.228005	144.388121	159.908984	163.228005	1	1	1
ENSG00000130348.7	QRSL1	FALSE	FALSE	FALSE	1	2	0.001	114.679871	70.403357	171.627013	683.901124	990.701848	1211.88523	0.16768486989648523	0.07106412200817859	0.14161985702226934
ENSG00000118690.8	ARMC2	FALSE	FALSE	FALSE	2	2	0.001	4.067900999999999	5.533535	5.156402	4.067900999999999	5.533535	5.156402	1	1	1
ENSG00000112367.6	FIG4	FALSE	FALSE	FALSE	2	2	0.001	20.902457000000002	24.705771000000002	26.361112000000002	20.902457000000002	24.705771000000002	26.361112000000002	1	1	1
ENSG00000155130.5	MARCKS	FALSE	FALSE	FALSE	1	1	0.001	118.80372100000001	104.20322	111.41927100000001	118.80372100000001	104.20322	111.41927100000001	1	1	1
ENSG00000111832.8	RWDD1	FALSE	FALSE	FALSE	2	3	0.001	334.81881799999996	500.079279	439.27539199999995	352.285571	519.132107	460.84167199999996	0.950418766938371	0.963298690751177	0.9532024091779616
ENSG00000152661.7	GJA1	FALSE	FALSE	FALSE	1	1	0.001	13.28913	23.309419000000002	22.526381	13.28913	23.309419000000002	22.526381	1	1	1
ENSG00000112306.7	RPS12	FALSE	FALSE	FALSE	1	1	0.001	424.757163	547.5466339999999	586.0499219999999	424.757163	547.5466339999999	586.0499219999999	1	1	1
ENSG00000028839.5	TBPL1	FALSE	FALSE	FALSE	1	1	0.001	60.320691	70.95451700000001	74.843225	60.320691	70.95451700000001	74.843225	1	1	1
ENSG00000146386.7	ABRACL	FALSE	FALSE	FALSE	1	2	0.001	133.253131	146.082108	154.036426	159.705021	186.805429	188.11802	0.8343703295339725	0.7820014053231825	0.8188286587324277
ENSG00000135521.8	LTV1	FALSE	FALSE	FALSE	1	1	0.001	596.506215	594.892373	608.5872469999999	596.506215	594.892373	608.5872469999999	1	1	1
ENSG00000146476.6	C6orf211	FALSE	FALSE	FALSE	1	2	0.001	23.044105000000002	27.472202000000003	31.374429000000003	25.044734000000002	28.307072	32.958122	0.9201177780526637	0.9705066634938435	0.9519483239973443
ENSG00000213079.5	SCAF8	FALSE	FALSE	FALSE	1	2	0.001	0.269361	1.0703539999999998	1.329349	0.906668	2.0543829999999996	2.9244339999999998	0.297088901339851	0.5210099577342686	0.4545662511104713
ENSG00000146457.10	WTAP	FALSE	FALSE	FALSE	1	2	0.001	1.309005	1.080285	1.648485	160.54105	126.107606	156.844669	0.008153708973499301	0.00856637465625983	0.010510303031083574
ENSG00000112110.5	MRPL18	FALSE	FALSE	FALSE	1	1	0.001	156.552815	198.31321300000002	238.370036	156.552815	198.31321300000002	238.370036	1	1	1
ENSG00000112592.8	TBP	FALSE	FALSE	FALSE	2	3	0.001	21.258631	33.548004000000006	38.764336	46.591824	74.0823	79.193094	0.4562738518243029	0.4528477652556684	0.48949136903275936
ENSG00000137203.6	TFAP2A	FALSE	FALSE	FALSE	1	4	0.001	6.853743000000001	5.924233	5.2682910000000005	20.467035	17.913735	16.952272999999998	0.3348674099594788	0.33070897833422236	0.31077195370791877
ENSG00000145990.6	GFOD1	FALSE	FALSE	FALSE	1	1	0.001	0.55341	0.599498	0.650532	0.55341	0.599498	0.650532	1	1	1
ENSG00000181315.6	ZNF322	FALSE	FALSE	FALSE	1	2	0.001	2.924115	2.897323	0.979225	11.57474	11.16583	9.373349	0.2526290007378135	0.25948120291998	0.10446906436536185
ENSG00000204713.6	TRIM27	TRUE	FALSE	FALSE	1	1	0.001	2.5109459999999997	2.451097	2.8970119999999997	2.5109459999999997	2.451097	2.8970119999999997	1	1	1
ENSG00000234127.4	TRIM26	FALSE	FALSE	FALSE	3	3	0.001	5.977528	8.467921	8.41784	5.977528	8.467921	8.41784	1	1	1
ENSG00000204590.8	GNL1	FALSE	FALSE	FALSE	1	1	0.001	3.6952469999999997	2.911438	2.798581	3.6952469999999997	2.911438	2.798581	1	1	1
ENSG00000204569.5	PPP1R10	FALSE	FALSE	FALSE	1	1	0.001	4.822393	4.738151	6.594468	4.822393	4.738151	6.594468	1	1	1
ENSG00000204560.5	DHX16	FALSE	FALSE	FALSE	1	2	0.001	6.285036000000001	5.74436	8.019991	6.286036000000001	10.864029	11.86966	0.9998409172330542	0.5287504295137652	0.6756715019638304
ENSG00000146112.7	PPP1R18	FALSE	FALSE	FALSE	1	2	0.001	1.8504649999999998	2.570942	1.76551	5.788347	6.928664000000001	5.552269	0.31968798691578093	0.3710588361623539	0.3179799105554864
ENSG00000198563.9	DDX39B	FALSE	FALSE	FALSE	3	4	0.001	89.935975	101.15623000000001	114.083048	275.314124	341.55060000000003	357.472931	0.32666676773909353	0.2961676249434198	0.3191375852735546
ENSG00000204463.8	BAG6	FALSE	FALSE	FALSE	1	4	0.001	16.989766	14.114400999999999	12.66746	73.728099	53.912017999999996	48.160919	0.23043814000955049	0.26180435315925293	0.26302363540861834
ENSG00000204439.3	C6orf47	FALSE	FALSE	FALSE	1	1	0.001	3.657489	3.6238859999999997	4.634895	3.657489	3.6238859999999997	4.634895	1	1	1
ENSG00000204438.6	GPANK1	FALSE	FALSE	FALSE	2	5	0.001	1.322466	1.7456889999999998	1.2377499999999997	18.858809	21.955068	26.011094	0.07012457679591537	0.07951189219728218	0.04758546487894741
ENSG00000213722.4	DDAH2	FALSE	FALSE	FALSE	1	3	0.001	0.309726	0.247284	0.613443	5.828428000000001	10.620852999999999	10.618663999999999	0.05314057238075172	0.02328287567862958	0.0577702618709849
ENSG00000204394.8	VARS	FALSE	FALSE	FALSE	1	2	0.001	2.426865	2.699601	3.905269	21.170901	20.604612000000003	23.449585000000003	0.11463210753288203	0.13101925918333232	0.1665389387488094
ENSG00000204310.6	AGPAT1	FALSE	FALSE	FALSE	2	5	0.001	17.922342	17.92997	17.686165000000003	53.101748	53.158179	62.60162	0.3375094544910273	0.3372946616549826	0.28251928624211325
ENSG00000204231.6	RXRB	FALSE	FALSE	FALSE	2	2	0.001	3.6059979999999996	3.7336489999999998	3.7123969999999997	3.6059979999999996	3.7336489999999998	3.7123969999999997	1	1	1
ENSG00000223501.4	VPS52	FALSE	FALSE	FALSE	1	2	0.001	9.531806	7.9901100000000005	11.799923	13.987086999999999	11.333652	15.059811999999999	0.6814718461392283	0.7049898832256364	0.7835372048469131
ENSG00000030110.8	BAK1	FALSE	FALSE	FALSE	3	3	0.001	12.406494	18.990353	27.290312	12.406494	18.990353	27.290312	1	1	1
ENSG00000196821.5	C6orf106	FALSE	FALSE	FALSE	1	2	0.001	8.930947	7.073682000000001	10.049161	50.834259	41.68201199999999	52.350061999999994	0.17568756141404557	0.16970586736551974	0.19196082327466968
ENSG00000137168.7	PPIL1	FALSE	FALSE	FALSE	1	1	0.001	21.878065000000003	15.320019	23.778099	21.878065000000003	15.320019	23.778099	1	1	1
ENSG00000124571.13	XPO5	FALSE	FALSE	TRUE	1	1	0.001	19.105272000000003	18.788526	23.359808	19.105272000000003	18.788526	23.359808	1	1	1
ENSG00000146072.6	TNFRSF21	FALSE	FALSE	FALSE	1	1	0.001	1.431638	1.8572449999999998	1.341867	1.431638	1.8572449999999998	1.341867	1	1	1
ENSG00000112210.7	RAB23	FALSE	FALSE	FALSE	1	2	0.001	5.414121000000001	4.312431	4.031725000000001	10.780575	12.678714	12.874056	0.5022107818924315	0.34013157801335375	0.3131666508208447
ENSG00000112695.7	COX7A2	FALSE	FALSE	FALSE	1	3	0.001	3.9204019999999997	7.65514	10.675975	6.35399	11.913463	15.233509999999999	0.6169984529405932	0.6425621164895547	0.7008217410170079
ENSG00000146247.13	PHIP	FALSE	FALSE	FALSE	1	1	0.001	13.334337	19.691272	26.51312	13.334337	19.691272	26.51312	1	1	1
ENSG00000013375.11	PGM3	FALSE	FALSE	FALSE	1	1	0.001	35.419140999999996	27.696903000000002	38.113907	35.419140999999996	27.696903000000002	38.113907	1	1	1
ENSG00000065833.7	ME1	FALSE	FALSE	FALSE	3	3	0.001	152.457039	173.497075	181.92990500000002	152.457039	173.497075	181.92990500000002	1	1	1
ENSG00000135334.8	AKIRIN2	FALSE	FALSE	FALSE	1	1	0.001	22.864771	25.00065	29.375169	22.864771	25.00065	29.375169	1	1	1
ENSG00000111880.11	RNGTT	FALSE	FALSE	FALSE	2	2	0.001	11.658578000000002	15.015153	12.505789	11.658578000000002	15.015153	12.505789	1	1	1
ENSG00000123545.5	NDUFAF4	FALSE	FALSE	FALSE	1	1	0.001	112.389898	182.884387	187.278662	112.389898	182.884387	187.278662	1	1	1
ENSG00000132424.10	PNISR	FALSE	FALSE	FALSE	1	2	0.001	5.874414000000001	22.71359	26.49673	30.831725000000002	43.885561	63.416563	0.19053147366876164	0.51756407990318265	0.4178203413515173
ENSG00000112237.8	CCNC	TRUE	FALSE	FALSE	3	3	0.001	62.430235999999994	66.02086399999999	86.325829	62.430235999999994	66.02086399999999	86.325829	1	1	1
ENSG00000112249.9	ASCC3	FALSE	FALSE	FALSE	2	2	0.001	7.743874	11.72551	11.445711	7.743874	11.72551	11.445711	1	1	1
ENSG00000057663.8	ATG5	FALSE	FALSE	FALSE	1	3	0.001	23.044328	18.726337	22.365347	61.85874	57.48634200000001	76.655901	0.37253148059595137	0.3257528022917165	0.29176288724334476
ENSG00000025796.9	SEC63	FALSE	FALSE	FALSE	1	1	0.001	14.294335	26.501088000000003	26.310686	14.294335	26.501088000000003	26.310686	1	1	1
ENSG00000112290.8	WASF1	FALSE	FALSE	FALSE	4	5	0.001	17.808638000000002	13.160121	19.572649000000002	25.916836	23.357384999999997	31.991454	0.6871455296472148	0.5634244158753218	0.6118086724035738
ENSG00000010810.13	FYN	FALSE	FALSE	FALSE	2	4	0.001	5.86706	5.634375	5.284213	21.836108	25.246149000000003	19.236759999999997	0.26868615963980397	0.22317760225529842	0.27469350347979604
ENSG00000153975.5	ZUFSP	FALSE	FALSE	FALSE	1	1	0.001	15.060170999999999	23.115639	25.396059	15.060170999999999	23.115639	25.396059	1	1	1
ENSG00000047932.9	GOPC	TRUE	FALSE	FALSE	2	3	0.001	2.185409	5.012715000000001	3.627074	22.388026	19.858411	19.64771	0.09761508227657052	0.2524227643389998	0.18460543238881275
ENSG00000111885.5	MAN1A1	FALSE	FALSE	FALSE	2	2	0.001	1.3360589999999999	2.3986539999999996	1.5165309999999999	1.3360589999999999	2.3986539999999996	1.5165309999999999	1	1	1
ENSG00000111897.6	SERINC1	FALSE	FALSE	FALSE	1	1	0.001	46.652704	51.362949	40.720195	46.652704	51.362949	40.720195	1	1	1
ENSG00000112339.10	HBS1L	FALSE	FALSE	FALSE	3	5	0.001	233.125767	251.136929	328.791156	736.502812	768.311386	977.878058	0.3165307222207863	0.3268686805586401	0.3362291988353419
ENSG00000146410.7	MTFR2	FALSE	FALSE	FALSE	2	2	0.001	38.167878	45.113392999999995	41.77167	38.167878	45.113392999999995	41.77167	1	1	1
ENSG00000029363.11	BCLAF1	TRUE	TRUE	TRUE	2	3	0.001	47.833233	64.390446	74.310754	264.781794	467.01841199999996	521.025418	0.18065151790609893	0.1378756047845069	0.14262404756614006
ENSG00000027697.8	IFNGR1	FALSE	FALSE	FALSE	0	1	0.001	0	0	0	7.527947	16.298022	17.025103	0	0	0
ENSG00000164442.8	CITED2	FALSE	FALSE	FALSE	1	3	0.001	17.929511	17.233848000000002	15.801936999999999	20.269074	18.057662	17.181839	0.8845747467299198	0.9543787008528569	0.9196883406950792
ENSG00000169976.5	SF3B5	FALSE	FALSE	FALSE	1	1	0.001	113.786	100.29955100000001	117.997354	113.786	100.29955100000001	117.997354	1	1	1
ENSG00000186625.9	KATNA1	FALSE	FALSE	FALSE	2	3	0.001	6.71311	8.568746999999998	9.87699	33.442085	80.838672	49.897622	0.2007383809950845	0.10599811684189961	0.19794510447812522
ENSG00000112029.5	FBXO5	FALSE	FALSE	FALSE	1	2	0.001	87.649991	107.687189	102.023362	231.74141500000002	278.439613	310.442646	0.3782232493920001	0.3867524014982739	0.3286383598212212
ENSG00000112096.12	SOD2	FALSE	FALSE	FALSE	2	2	0.001	32.556209	37.501982	62.500804	32.556209	37.501982	62.500804	1	1	1
ENSG00000120438.7	TCP1	FALSE	FALSE	FALSE	1	2	0.001	226.05094	200.318422	203.150872	226.543272	200.319422	203.151872	0.9978267639746988	0.9999950079728165	0.999995077574279
ENSG00000026652.9	AGPAT4	FALSE	FALSE	FALSE	4	5	0.001	2.551252	10.473381	9.398472	5.784355	14.878454	16.957145	0.44106075785459226	0.7039293867494566	0.5542484893536028
ENSG00000008018.8	PSMB1	FALSE	FALSE	FALSE	1	1	0.001	296.153894	439.305185	531.473898	296.153894	439.305185	531.473898	1	1	1
ENSG00000136295.10	TTYH3	FALSE	FALSE	FALSE	1	2	0.001	0.463322	0.22689600000000001	0.001	1.0609359999999999	0.618151	0.558249	0.43671060271307605	0.36705594587730184	0.0017913153449446394
ENSG00000122674.8	CCZ1	FALSE	FALSE	FALSE	1	2	0.001	50.965244	80.29885300000001	100.37401600000001	73.30973	106.04397200000001	115.70455100000001	0.6952043610036485	0.7572222304158882	0.8675027484441818
ENSG00000136247.10	ZDHHC4	FALSE	FALSE	FALSE	6	6	0.001	20.639329999999998	35.05655	32.913916	20.639329999999998	35.05655	32.913916	1	1	1
ENSG00000106443.10	PHF14	FALSE	FALSE	FALSE	2	2	0.001	2.30881	3.709732	3.4030509999999996	2.30881	3.709732	3.4030509999999996	1	1	1
ENSG00000106546.8	AHR	FALSE	FALSE	FALSE	1	1	0.001	0.451983	0.772545	0.909137	0.451983	0.772545	0.909137	1	1	1
ENSG00000122550.13	KLHL7	FALSE	FALSE	FALSE	4	6	0.001	9.965762000000002	17.366715	10.342561	14.815342000000001	25.318676	17.091553	0.6726649982160385	0.6859250854981516	0.6051270472612992
ENSG00000169193.7	CCDC126	FALSE	FALSE	FALSE	1	3	0.001	2.800254	2.133463	3.4310069999999997	4.923378	4.7746699999999995	5.879461999999999	0.5687668101047695	0.4468294143888478	0.5835579854075084
ENSG00000105926.11	MPP6	FALSE	FALSE	FALSE	2	2	0.001	8.451085	9.464269	8.310245	8.451085	9.464269	8.310245	1	1	1
ENSG00000122565.14	CBX3	FALSE	FALSE	FALSE	2	2	0.001	276.62635099999994	219.80455800000001	197.77378000000002	276.62635099999994	219.80455800000001	197.77378000000002	1	1	1
ENSG00000106052.9	TAX1BP1	FALSE	FALSE	FALSE	2	3	0.001	41.719678	48.922073999999995	55.301244000000004	41.925525	49.324749	55.493926	0.9950901747801608	0.991836248370975	0.9965278722575873
ENSG00000122642.6	FKBP9	TRUE	FALSE	FALSE	1	3	0.001	1.340377	2.3598879999999998	0.976414	1.342377	2.8346419999999997	2.427072	0.998510105581368	0.8325171220916081	0.4023012090288216
ENSG00000122507.16	BBS9	FALSE	FALSE	FALSE	1	1	0.001	3.024345	2.052244	1.6098949999999999	3.024345	2.052244	1.6098949999999999	1	1	1
ENSG00000011426.6	ANLN	FALSE	FALSE	FALSE	2	2	0.001	5.534285000000001	8.3981	11.250157	5.534285000000001	8.3981	11.250157	1	1	1
ENSG00000086289.7	EPDR1	FALSE	FALSE	FALSE	0	1	0.001	0	0	0	4.292105	3.626414	4.509401	0	0	0
ENSG00000196247.7	ZNF107	FALSE	FALSE	FALSE	1	3	0.001	7.276976	8.30312	8.501273	8.416608	9.40034	11.839229999999999	0.8645972344203271	0.8832786899197262	0.7180596204313964
ENSG00000197008.5	ZNF138	FALSE	FALSE	FALSE	1	1	0.001	7.876708000000001	20.628283	29.733577	7.876708000000001	20.628283	29.733577	1	1	1
ENSG00000158321.11	AUTS2	FALSE	FALSE	FALSE	1	2	0.001	0.142018	0.140169	0.179422	0.821504	1.4020689999999998	0.583796	0.17287560377064506	0.09997296852009424	0.3073368094334322
ENSG00000196313.7	POM121	FALSE	FALSE	FALSE	2	3	0.001	2.420228	7.789309	10.198414	12.353727	19.561085	29.078448	0.19591075632479169	0.3982043429595036	0.3507207124671853
ENSG00000077809.8	GTF2I	FALSE	FALSE	FALSE	2	2	0.001	15.563511	11.640923999999998	13.684116	15.563511	11.640923999999998	13.684116	1	1	1
ENSG00000135164.14	DMTF1	FALSE	FALSE	FALSE	3	5	0.001	12.012116	29.211962	38.570654	16.559917	47.157213999999996	64.01665799999999	0.7253729592968372	0.6194590291105833	0.6025096467859975
ENSG00000157224.11	CLDN12	FALSE	FALSE	FALSE	2	3	0.001	4.185865	5.241952	4.795972	4.459713	5.242952	5.083449	0.9385951517507964	0.9998092677560276	0.9434484343208716
ENSG00000106236.3	NPTX2	FALSE	FALSE	FALSE	1	1	0.001	0.581034	0.90861	0.389954	0.581034	0.90861	0.389954	1	1	1
ENSG00000196367.8	TRRAP	TRUE	FALSE	FALSE	1	1	0.001	1.3247229999999999	4.124412	5.163029000000001	1.3247229999999999	4.124412	5.163029000000001	1	1	1
ENSG00000241685.4	ARPC1A	FALSE	FALSE	FALSE	1	2	0.001	81.805076	97.825524	86.47646	153.039779	149.635101	98.409073	0.5345347238119051	0.6537605371082017	0.8787447880948944
ENSG00000106245.5	BUD31	FALSE	FALSE	FALSE	2	3	0.001	164.578307	255.07250100000002	283.17843600000003	319.598536	445.26785	617.2566489999999	0.5149532568572216	0.5728518261536287	0.458769357055561
